date,PM25,PM10,NO_2,O_3,SO_2,categoria_PM25,categoria_PM10,categoria_NO_2,categoria_O_3,categoria_SO_2,Calidad_Aire_General
2001-03-07,,27.9735688480778,58.49183643799592,19.708197000229696,18.704766683975855,5,2,2,1,1,Muy Malo
2001-03-08,,17.722945487715982,43.810850097735724,39.04761673847834,15.548907590313117,5,1,1,1,1,Muy Malo
2001-03-09,,20.34611420253803,40.673966107732156,32.08392560623221,15.408307950508776,5,1,1,1,1,Muy Malo
2001-03-10,,14.44268655799218,27.82017098043719,21.55191454846635,14.355188359748828,5,1,1,1,1,Muy Malo
2001-03-11,,16.01678095090957,29.528850153763536,18.688819439874756,16.109390243212935,5,1,1,1,1,Muy Malo
2001-03-12,,27.002938958941897,46.625847447928734,15.988898337897608,19.93604062656461,5,2,1,1,1,Muy Malo
2001-03-13,,19.921503631533056,54.06548335293929,37.36560005704562,17.481000021497408,5,1,2,1,1,Muy Malo
2001-03-14,,42.272536233283475,83.61588315486908,18.357216637333234,27.36710003852844,5,2,2,1,1,Muy Malo
2001-03-15,,43.681902084661566,76.27098994767105,22.740553609076763,26.612902711301842,5,2,2,1,1,Muy Malo
2001-03-16,,32.778800090876494,61.387189209562756,29.65044293086817,19.607901028398768,5,2,2,1,1,Muy Malo
2001-03-17,,15.045923903800439,41.97643333474795,44.10228333632151,14.393689498678471,5,1,1,1,1,Muy Malo
2001-03-18,,16.531394935172536,39.630833319624266,37.28813333749771,14.1964333152771,5,1,1,1,1,Muy Malo
2001-03-19,,24.627186911941223,49.29229208447533,23.705772540362865,16.567840103389454,5,1,1,1,1,Muy Malo
2001-03-20,,32.10333335399628,47.695888499349664,17.507934019383455,21.056683995657497,5,2,1,1,1,Muy Malo
2001-03-21,,23.436322496853013,39.806493125442,24.75703121556176,16.871147834529047,5,1,1,1,1,Muy Malo
2001-03-22,,31.242536318043005,41.785868010587166,21.44442709783713,20.280746528878808,5,2,1,1,1,Muy Malo
2001-03-23,,73.53825767330163,71.12614581402805,16.750937503452104,30.685937514735592,5,3,2,1,1,Muy Malo
2001-03-24,,35.07056160983832,40.4214757496698,44.99180554536482,17.037586803651518,5,2,1,1,1,Muy Malo
2001-03-25,,10.121814748740602,34.43798907705839,50.0238224375939,12.86965579032034,5,1,1,1,1,Muy Malo
2001-03-26,,18.213550731323767,58.31895839671294,29.38013886825906,16.61467014853325,5,1,2,1,1,Muy Malo
2001-03-27,,25.439130392951377,55.353906241142084,29.559270791709423,18.164623502674537,5,2,2,1,1,Muy Malo
2001-03-28,,19.494927548196006,50.85503471559949,38.967552065849304,17.50654511898756,5,1,2,1,1,Muy Malo
2001-03-29,,20.14768118746039,41.78776034050517,42.175659681359924,15.677604152717524,5,1,1,1,1,Muy Malo
2001-03-30,,21.842083331899367,42.013380331682484,34.11909721212255,18.301545181622107,5,1,1,1,1,Muy Malo
2001-03-31,,20.336559588607184,48.066944512642095,26.71154512878921,19.771128493050735,5,1,1,1,1,Muy Malo
2001-04-01,,17.29121819192713,51.15154503368669,39.70895836460922,15.518402794582975,5,1,2,1,1,Muy Malo
2001-04-02,,40.59377494178536,67.92567950507905,28.251406306607855,19.860679454504407,5,2,2,1,1,Muy Malo
