date,PM25,PM10,NO_2,O_3,SO_2,categoria_PM25,categoria_PM10,categoria_NO_2,categoria_O_3,categoria_SO_2,Calidad_Aire_General
2003-01-14,,56.834799256589676,94.59342598032069,9.260977555161867,33.92870177662538,5,3,2,1,1,Muy Malo
2003-01-15,,72.80358027951952,108.91503869285879,8.262211557477713,36.47217049302981,5,3,3,1,1,Muy Malo
2003-01-16,,54.474303266212296,92.13507741154532,9.851923068316701,33.0873643416767,5,3,2,1,1,Muy Malo
2003-01-17,,66.45763243655921,99.13199383893117,7.806779911313628,30.81908098930882,5,3,2,1,1,Muy Malo
2003-01-18,,43.571344914315624,76.8302207414284,7.56529507099605,16.613643506347945,5,2,2,1,1,Muy Malo
2003-01-19,,12.547947540327355,49.363533903787165,24.975448700862053,13.85973765121566,5,1,1,1,1,Muy Malo
2003-01-20,,19.792978402273153,58.24808641495528,21.309487154850594,12.454336400385257,5,1,2,1,1,Muy Malo
2003-01-21,,16.420562504045666,40.858403737183096,37.43554297065426,10.637656250596047,5,1,1,1,1,Muy Malo
2003-01-22,,20.094783963612567,55.42396611563953,24.012532046016975,11.408040117702367,5,1,2,1,1,Muy Malo
2003-01-23,,25.06137559679229,61.39941354408676,21.71727124473639,19.53496909987779,5,2,2,1,1,Muy Malo
2003-01-24,,45.8499845104453,84.02054174987155,12.534519233191626,26.303384870428943,5,2,2,1,1,Muy Malo
2003-01-25,,41.921916482621775,79.89373639646426,15.410737183804695,27.329552475317026,5,2,2,1,1,Muy Malo
2003-01-26,,27.218904294165565,59.70813279608149,23.53467945028574,21.4596296519409,5,2,2,1,1,Muy Malo
2003-01-27,,22.016959825231705,46.126259551718945,21.758910252879826,18.24966052211361,5,1,1,1,1,Muy Malo
2003-01-28,,40.572735670729436,69.77445131991709,12.010737195037878,22.71689336340431,5,2,2,1,1,Muy Malo
2003-01-29,,18.04401245050445,50.32835652107416,33.24892630600012,13.910263557212298,5,1,2,1,1,Muy Malo
2003-01-30,,16.509783945149845,47.696961304198865,37.27982368453955,13.495919599046664,5,1,1,1,1,Muy Malo
2003-01-31,,16.80659446996801,37.95992282934395,47.3179647334111,11.82526234270614,5,1,1,1,1,Muy Malo
2003-02-01,,24.90926566775888,63.5958843380446,25.21603896962358,16.27629684135318,5,1,2,1,1,Muy Malo
2003-02-02,,32.2833493279341,63.98051288800362,16.023016652266186,20.464583343038193,5,2,2,1,1,Muy Malo
2003-02-03,,16.724738512477483,51.221070971451404,29.771276609011835,15.162519693186903,5,1,2,1,1,Muy Malo
2003-02-04,,14.963071002084533,35.58878084612481,38.571378178321396,12.160231508958487,5,1,1,1,1,Muy Malo
2003-02-05,,29.60782405844441,72.07813271916943,18.856570480725704,18.502330235493037,5,2,2,1,1,Muy Malo
2003-02-06,,40.650987644622354,73.90367279376512,18.276298108009193,21.36942904746091,5,2,2,1,1,Muy Malo
2003-02-07,,37.780710983497464,68.28791674750822,7.336794873747306,21.443780876236197,5,2,2,1,1,Muy Malo
2003-02-08,,30.81328700501242,58.73503081261376,12.928910258870859,19.020756163714843,5,2,2,1,1,Muy Malo
2003-02-09,,32.510848708358814,64.79773157908593,13.37624999976311,20.802145096254936,5,2,2,1,1,Muy Malo
2003-02-10,,43.98876540565196,78.01865733037761,8.874679513371143,27.151666665518725,5,2,2,1,1,Muy Malo
2003-02-11,,52.647295117193984,78.14788580970999,9.954951924391281,23.14817903218446,5,3,2,1,1,Muy Malo
2003-02-12,,37.42235205821094,67.8791047307537,10.080660386186725,19.758075771909773,5,2,2,1,1,Muy Malo
2003-02-13,,16.28840301339306,52.347477539973475,28.966367879643506,15.351164204327029,5,1,2,1,1,Muy Malo
2003-02-14,,24.601220262547333,65.04538683664231,19.082438257557374,18.083824418130376,5,1,2,1,1,Muy Malo
2003-02-15,,18.271711300881137,47.980669687901226,33.81225300460686,13.986175631838185,5,1,1,1,1,Muy Malo
2003-02-16,,20.71436008881955,49.912470305249805,36.52043213962037,15.59985119423696,5,1,1,1,1,Muy Malo
2003-02-17,,36.35482867428514,78.813124977407,23.070324084089126,22.029806574895268,5,2,2,1,1,Muy Malo
2003-02-18,,26.31244043970392,67.11569933380399,18.4915431783891,16.380654767155647,5,2,2,1,1,Muy Malo
2003-02-19,,22.81385417637371,61.97084812607084,21.693533901263166,14.295744054019451,5,1,2,1,1,Muy Malo
2003-02-20,,16.169940477325802,50.29999995586418,32.30950618838823,13.396160710780393,5,1,2,1,1,Muy Malo
2003-02-21,,33.28032736551194,72.29324277098182,16.77961420773724,19.50220237601371,5,2,2,1,1,Muy Malo
2003-02-22,,17.220803609916143,53.52596715234575,28.104922794633442,11.606666660379796,5,1,2,1,1,Muy Malo
2003-02-23,,14.913817332533306,44.766130952608016,23.907484558997332,13.820744062108654,5,1,1,1,1,Muy Malo
2003-02-24,,18.766800620371388,44.96921128744171,41.33788576096664,13.128377970130671,5,1,1,1,1,Muy Malo
2003-02-25,,16.40933035243125,52.57293158130987,28.27435182163745,10.54267856620607,5,1,2,1,1,Muy Malo
2003-02-26,,17.932212255549896,60.16041672939346,29.084151225877395,11.998988095848333,5,1,2,1,1,Muy Malo
2003-02-27,,17.60928569308349,50.745967232755255,32.39356487768668,13.021979158123335,5,1,2,1,1,Muy Malo
2003-02-28,,44.253928574068205,70.91775296273686,12.066743827528423,14.530327348127251,5,2,2,1,1,Muy Malo
2003-03-01,,35.07219370915561,52.78806352110385,20.294638376753284,14.695506812945437,5,2,2,1,1,Muy Malo
2003-03-02,,11.321056560036682,36.84151791887624,30.674830266722925,11.36665178799913,5,1,1,1,1,Muy Malo
2003-03-03,,20.306086320252646,38.54306552026953,23.19686731107441,14.07226193199555,5,1,1,1,1,Muy Malo
2003-03-04,,54.100104211696554,62.83898804798012,10.070802452939528,20.709910696461087,5,3,2,1,1,Muy Malo
2003-03-05,,45.31308380429616,58.304624536015965,15.482437869221528,17.878860515811812,5,2,2,1,1,Muy Malo
2003-03-06,,31.782306591847114,64.97111605036827,30.73072527404185,14.665029765239783,5,2,2,1,1,Muy Malo
2003-03-07,,51.932544968799206,87.09339791367555,13.303091188486798,19.49373132292904,5,3,2,1,1,Muy Malo
2003-03-08,,31.651116064616613,63.143526768400555,34.09384249224339,16.512291642881575,5,2,2,1,1,Muy Malo
2003-03-09,,40.47040226349355,72.08764867697444,29.549398132680373,17.037544648562157,5,2,2,1,1,Muy Malo
2003-03-10,,51.01202981863449,88.53293149811881,21.05109569080818,19.807708359899976,5,3,2,1,1,Muy Malo
2003-03-11,,54.386866484446145,92.23451426781168,20.429567230171546,20.01311378636046,5,3,2,1,1,Muy Malo
2003-03-12,,65.70163687495958,96.42874250583306,16.063873481971246,23.308928530131066,5,3,2,1,1,Muy Malo
2003-03-13,,66.49415178171226,75.5875109972435,17.568071035507284,18.44764879842599,5,3,2,1,1,Muy Malo
2003-03-14,,79.13579098751296,79.79206586312391,24.83741491885377,16.313168947650357,5,3,2,1,1,Muy Malo
2003-03-15,,89.61504583475423,60.28710167035347,24.71067717863819,13.978922609855987,5,3,2,1,1,Muy Malo
2003-03-16,,19.272529790798824,34.56705353302615,59.95987657264427,9.984479184306803,5,1,1,1,1,Muy Malo
2003-03-17,,30.755150173877453,49.42034376540704,49.51566355758243,12.292929747001294,5,2,1,1,1,Muy Malo
2003-03-18,,33.33344310468542,61.66304472453559,46.347484548518686,12.824813718412033,5,2,2,1,1,Muy Malo
2003-03-19,,28.106371894233053,63.577321380376816,36.47768517739979,13.234553591481276,5,2,2,1,1,Muy Malo
2003-03-20,,36.435412320061246,73.49958283499704,36.59000003521825,15.850567156521242,5,2,2,1,1,Muy Malo
2003-03-21,,38.94442106046175,72.90134322465356,46.76992285214824,14.777055300048293,5,2,2,1,1,Muy Malo
2003-03-22,,46.938526738257636,68.42169647273563,41.60524685073782,13.708494778361654,5,2,2,1,1,Muy Malo
2003-03-23,,39.32102684108984,41.834732169906296,56.73714495956162,10.742202378809452,5,2,1,1,1,Muy Malo
2003-03-24,,36.80072943816431,55.73315710459591,51.640328580038464,11.372760181153701,5,2,2,1,1,Muy Malo
2003-03-25,,52.90162035712489,71.56945983716,46.976217922109825,13.542901249947372,5,3,2,1,1,Muy Malo
2003-03-26,,53.74172841251632,74.43381172197836,21.601073779165745,12.986172836503865,5,3,2,1,1,Muy Malo
2003-03-27,,25.209783639937317,57.013688218446426,23.40368592624481,8.550694444665202,5,2,2,1,1,Muy Malo
2003-03-28,,16.784243822649675,48.23554016189811,41.981618662675224,10.367253080562309,5,1,1,1,1,Muy Malo
2003-03-29,,26.131574047936333,50.695771635314564,33.404198752381866,11.343780860488797,5,2,2,1,1,Muy Malo
2003-03-30,,13.146409053733384,30.4866183752407,42.995385862836905,7.688953310587172,5,1,1,1,1,Muy Malo
2003-03-31,,24.876223255005815,45.72646867484988,40.44540291224234,11.210547948718252,5,1,1,1,1,Muy Malo
2003-04-01,,31.849164162820845,59.355952312903746,40.26234564884209,11.082053579035259,5,2,2,1,1,Muy Malo
2003-04-02,,34.73842904646951,63.023776524016505,31.10840122901534,12.578277925710303,5,2,2,1,1,Muy Malo
2003-04-03,,25.887155652403116,40.476676649676115,56.61810557257315,9.75311377341162,5,2,1,1,1,Muy Malo
2003-04-04,,27.341624451109976,52.35478385550077,53.19114375888288,11.420700466224227,5,2,2,1,1,Muy Malo
2003-04-05,,28.24894191469059,48.51820896846145,57.80299840423018,10.812313444578825,5,2,1,1,1,Muy Malo
2003-04-06,,28.286279726950895,63.06575888892015,37.072407424265954,13.108065449056172,5,2,2,1,1,Muy Malo
2003-04-07,,34.64343748099747,63.467827306616876,33.86608023389622,12.835193404129573,5,2,2,1,1,Muy Malo
2003-04-08,,47.68955357514677,62.021383922724496,45.379830294553145,10.692291668837978,5,2,2,1,1,Muy Malo
2003-04-09,,52.05319941753433,58.1847767524776,48.731095769891034,10.800818453587237,5,3,2,1,1,Muy Malo
2003-04-10,,32.90540989287386,58.49418780132129,51.141901051979715,11.453591659420827,5,2,2,1,1,Muy Malo
2003-04-11,,16.751939854586034,41.16995487284839,53.04780033784054,9.175127808491986,5,1,1,1,1,Muy Malo
2003-04-12,,24.220773883518717,49.08481380871973,35.87055552815214,9.091639336104187,5,1,1,1,1,Muy Malo
2003-04-13,,20.266294650378683,39.88794640558107,35.585910450897096,10.067574408082734,5,1,1,1,1,Muy Malo
2003-04-14,,17.38154651810815,48.146761592896446,44.843545940393234,8.961079458425427,5,1,1,1,1,Muy Malo
2003-04-15,,19.808803004568272,46.26060609962001,38.49915083811718,9.957575750712193,5,1,1,1,1,Muy Malo
2003-04-16,,29.21105656630936,45.91773816872211,67.95123457172771,10.110922625022274,5,2,1,2,1,Muy Malo
2003-04-17,,37.70354692200435,48.41406251632032,72.07787038919366,9.89227678520339,5,2,1,2,1,Muy Malo
2003-04-18,,33.579449396403064,47.62098201612631,53.657854827833766,10.11212795263245,5,2,1,1,1,Muy Malo
2003-04-19,,14.791636919336659,31.017619062037696,53.231589429172466,7.572797630159628,5,1,1,1,1,Muy Malo
2003-04-20,,10.524880961648055,23.347827369968098,63.135231612641135,7.410744045816717,5,1,1,2,1,Muy Malo
2003-04-21,,22.115714287119253,50.224538654088974,38.90847222709361,9.425610134289379,5,1,2,1,1,Muy Malo
2003-04-22,,26.968763014243365,65.75718759497006,35.30320989404932,11.241698972869736,5,2,2,1,1,Muy Malo
2003-04-23,,25.232683675399965,57.15628189375733,45.1069517139328,10.217552548772222,5,2,2,1,1,Muy Malo
2003-04-24,,36.57659607936323,65.29793934099602,34.80918372032968,11.549969742770635,5,2,2,1,1,Muy Malo
2003-04-25,,40.02577615495938,68.79762686793484,28.93450617937394,12.076626844548468,5,2,2,1,1,Muy Malo
2003-04-26,,20.99154997547053,45.935722762888126,40.93436727994754,8.781669153008838,5,1,1,1,1,Muy Malo
2003-04-27,,21.76257440802597,52.88799104307379,39.024074126356915,9.341354168241931,5,1,2,1,1,Muy Malo
2003-04-28,,39.58274626589533,58.94062507933094,32.416466026762386,10.486086304698672,5,2,2,1,1,Muy Malo
2003-04-29,,21.63293594326241,41.95736209131034,44.922519381669055,8.482652741288641,5,1,1,1,1,Muy Malo
2003-04-30,,20.041661580523694,41.973383688494515,64.16181821135518,7.724977320153125,5,1,1,2,1,Muy Malo
2003-05-01,,28.551934529628074,55.910000030483516,41.051018565157314,8.738437492577802,5,2,2,1,1,Muy Malo
2003-05-02,,18.810178552000295,39.491517803143886,57.0377777432218,7.374761908182076,5,1,1,1,1,Muy Malo
2003-05-03,,28.829028401852366,40.13355228651815,62.88001549797531,7.652701498501337,5,2,1,2,1,Muy Malo
2003-05-04,,39.784177972180814,38.15358975929732,68.79607185399588,7.761960798439038,5,2,1,2,1,Muy Malo
2003-05-05,,32.36074583570344,42.90166150542294,53.12434444156303,7.754085366318866,5,2,1,1,1,Muy Malo
2003-05-06,,19.809573815474952,46.962435242247906,43.469067907634695,7.911400297461035,5,1,1,1,1,Muy Malo
2003-05-07,,22.32124616256127,55.605768705974796,30.66289099603656,9.127001527237566,5,1,2,1,1,Muy Malo
2003-05-08,,23.01638397326072,53.48145829283056,29.9874845708226,9.348571433552674,5,1,2,1,1,Muy Malo
2003-05-09,,34.02068659334041,62.57479887392411,31.295966045473236,10.670491804131453,5,2,2,1,1,Muy Malo
2003-05-10,,34.913943410629315,59.648541661955065,41.63723768257064,9.528110119913306,5,2,2,1,1,Muy Malo
2003-05-11,,29.095791072987797,53.880731284796305,44.449366378728904,8.797761192962305,5,2,2,1,1,Muy Malo
2003-05-12,,35.05507441645577,65.75566960658345,38.322006167545,9.75928571004243,5,2,2,1,1,Muy Malo
2003-05-13,,39.99013393549692,68.87867558641094,37.59197522681436,10.643303579517774,5,2,2,1,1,Muy Malo
2003-05-14,,38.999448578332824,62.571892752555016,56.57035562649392,9.925081979322362,5,2,2,1,1,Muy Malo
2003-05-15,,36.60680060478903,50.41693466050284,59.082608096209576,8.561279771228632,5,2,2,1,1,Muy Malo
2003-05-16,,33.038032775486634,53.9470238174711,45.11604937543104,8.46055059986455,5,2,2,1,1,Muy Malo
2003-05-17,,23.875014877035504,47.329107218555045,49.7338425381868,8.225550587333384,5,1,1,1,1,Muy Malo
2003-05-18,,30.19998512523515,50.64419635846501,38.56174383211283,9.014985111142908,5,2,2,1,1,Muy Malo
2003-05-19,,34.35243644985205,46.941743659191445,31.27212962232254,9.150417296612849,5,2,1,1,1,Muy Malo
2003-05-20,,31.726438154229108,59.49392858644327,56.17501553433177,9.632395830537591,5,2,2,1,1,Muy Malo
2003-05-21,,37.72241745481978,48.25946429371834,48.39978395899137,9.075067061425676,5,2,1,1,1,Muy Malo
2003-05-22,,35.646299056056044,51.15017862688927,41.32665116827429,9.5773214318213,5,2,2,1,1,Muy Malo
2003-05-23,,43.49997016209275,66.8168303462721,38.817962927582826,11.524955364565054,5,2,2,1,1,Muy Malo
2003-05-24,,32.6966815129632,45.082157792789594,66.40683644200548,8.26662202108474,5,2,1,2,1,Muy Malo
2003-05-25,,16.297455352331912,26.365163692761037,73.30788578516172,6.794761923452218,5,1,1,2,1,Muy Malo
2003-05-26,,23.58755221847278,43.814389891567686,65.20074074871746,7.798571426244009,5,1,1,2,1,Muy Malo
2003-05-27,,32.90849703266507,47.04531242840347,62.874645013132216,8.408258916721458,5,2,1,2,1,Muy Malo
2003-05-28,,44.73794637478533,66.3662145645892,54.19236109764488,10.572395843409357,5,2,2,1,1,Muy Malo
2003-05-29,,51.975537262389906,82.55427506508136,50.116445169566774,11.273617353139972,5,3,2,1,1,Muy Malo
2003-05-30,,58.76727940398303,79.8488838842937,48.04589501998307,11.681904753049215,5,3,2,1,1,Muy Malo
2003-05-31,,55.273378720428006,58.391462689015405,55.221481412649155,9.761279754340649,5,3,2,1,1,Muy Malo
2003-06-01,,23.910044619724864,43.282157695009595,50.67595676138399,7.418437511083626,5,1,1,1,1,Muy Malo
2003-06-02,,29.7877976305428,44.951577347658926,39.70330243309339,8.37779760928381,5,2,1,1,1,Muy Malo
2003-06-03,,28.493199415150144,48.19279765089353,52.72419762390631,8.623869053664661,5,2,1,1,1,Muy Malo
2003-06-04,,36.02218744690929,50.91561012041001,35.4168055407059,8.34157974460619,5,2,2,1,1,Muy Malo
2003-06-05,,31.95394128404408,56.73416669427613,38.11561601581573,9.221124808116025,5,2,2,1,1,Muy Malo
2003-06-06,,53.55986619066624,71.90931550945554,56.81620371654446,9.644672604189033,5,3,2,1,1,Muy Malo
2003-06-07,,54.38034229902994,62.41626494200457,54.291404309280125,9.594613087319193,5,3,2,1,1,Muy Malo
2003-06-08,,40.043377953625864,46.494806492612476,57.45685189852008,8.292366090274992,5,2,1,1,1,Muy Malo
2003-06-09,,46.26281385234192,54.693257831700066,49.31012488491833,8.972394572683127,5,2,2,1,1,Muy Malo
2003-06-10,,51.550610161962965,78.15247023034664,34.385725256285546,11.623422616294452,5,3,2,1,1,Muy Malo
2003-06-11,,74.36109774955233,74.32016534375069,42.65839506262614,11.957533833496553,5,3,2,1,1,Muy Malo
2003-06-12,,55.541709848942645,60.09024283448192,58.69925924215788,9.793186627678878,5,3,2,1,1,Muy Malo
2003-06-13,,57.78075998053288,69.59150290631112,65.50441351054627,10.292157743658338,5,3,2,2,1,Muy Malo
2003-06-14,,83.61013423277262,64.65833344913665,34.46720680557651,10.457842262018294,5,3,2,1,1,Muy Malo
2003-06-15,,38.489016373004716,43.861800648626826,40.65371917629683,8.188154767311755,5,2,1,1,1,Muy Malo
2003-06-16,,40.388214221667674,56.92672615817615,50.03692901428835,9.267589275680837,5,2,2,1,1,Muy Malo
2003-06-17,,51.04964231130086,70.74638265700975,52.36762337405005,9.78546407354806,5,3,2,1,1,Muy Malo
2003-06-18,,51.07814653108651,55.90514158456407,74.25418209440915,8.752648817197908,5,3,2,2,1,Muy Malo
2003-06-19,,45.01999990867846,56.19470405795686,70.98224493323166,9.183622533690803,5,2,2,2,1,Muy Malo
2003-06-20,,45.1499398067055,62.89720540608524,57.45529691167176,9.951676726881471,5,2,2,1,1,Muy Malo
2003-06-21,,30.142458836356738,50.55469961782118,49.027406896586,9.311766481060468,5,2,2,1,1,Muy Malo
2003-06-22,,40.77493938749487,47.017116844020954,71.25262576641526,8.970484842856726,5,2,1,2,1,Muy Malo
2003-06-23,,84.18090085295944,61.89582956425278,59.34641968026573,8.905848207307004,5,3,2,1,1,Muy Malo
2003-06-24,,67.36773467454753,52.463832290586595,40.31347225229313,8.033967072512219,5,3,2,1,1,Muy Malo
2003-06-25,,57.0957290828228,69.93562022951865,38.9255092335336,10.263883934666714,5,3,2,1,1,Muy Malo
2003-06-26,,52.93999998295894,76.01016681067871,43.61623456430288,11.2201347459933,5,3,2,1,1,Muy Malo
2003-06-27,,45.70523168367121,77.99706504564963,55.761990639162654,10.2704640719705,5,2,2,1,1,Muy Malo
2003-06-28,,48.85173398675049,57.12467957182542,69.54370945646001,9.27080476941366,5,2,2,2,1,Muy Malo
2003-06-29,,33.84703867847011,39.79833339367594,71.60466051322443,8.313124992662953,5,2,1,2,1,Muy Malo
2003-06-30,,32.08126488700509,34.29465776717379,45.81251545452777,7.2234575519929525,5,2,1,1,1,Muy Malo
2003-07-01,,24.036398779423465,34.83388397807167,58.02987659566196,7.344464281219102,5,1,1,1,1,Muy Malo
2003-07-02,,24.50558868641292,43.725529132408106,49.44237653340822,7.77468656737413,5,1,1,1,1,Muy Malo
2003-07-03,,24.391415798539732,51.657100194238225,58.6377743016439,8.15345291791119,5,1,2,1,1,Muy Malo
2003-07-04,,47.937068517719,60.74794634254206,40.24018515480889,8.929046202523164,5,2,2,1,1,Muy Malo
2003-07-05,,23.11620061230877,46.477507779663455,87.6166563913226,8.142957299220853,5,1,1,2,1,Muy Malo
2003-07-06,,33.14085327294058,46.94983530936841,60.582111816968975,8.382994033485472,5,2,1,2,1,Muy Malo
2003-07-07,,50.34482174585032,69.26489196883307,54.17822964681963,9.386687210372122,5,3,2,1,1,Muy Malo
2003-07-08,,53.35456057028337,79.04085972082561,58.10633810930222,10.486772248108462,5,3,2,1,1,Muy Malo
2003-07-09,,58.50872896787401,91.54159022033761,52.479999888889374,11.381207948977794,5,3,2,1,1,Muy Malo
2003-07-10,,65.28869544977191,76.04198507266258,76.3122222909221,10.729196426236914,5,3,2,2,1,Muy Malo
2003-07-11,,73.60754455413137,92.24181824895913,55.03240736665917,13.470312487511407,5,3,2,1,1,Muy Malo
2003-07-12,,73.25959577103575,59.91312960825094,66.37272030787638,10.323189263549896,5,3,2,2,1,Muy Malo
2003-07-13,,39.989613087404344,49.88836304062889,85.76867276761267,8.812232143112592,5,2,1,2,1,Muy Malo
2003-07-14,,46.94590080607761,52.622740935489354,59.046422954573416,8.74577211189842,5,2,2,1,1,Muy Malo
2003-07-15,,42.21609092914697,42.055869901054024,51.126970259697885,8.583888041450107,5,2,1,1,1,Muy Malo
2003-07-16,,17.942533502280266,40.538437511239735,55.98040118923894,7.823229143129928,5,1,1,1,1,Muy Malo
2003-07-17,,33.45730649857294,62.21989583117621,47.40941363241937,9.246458342121471,5,2,2,1,1,Muy Malo
2003-07-18,,49.327611871263876,77.80909221938678,42.42097226502719,12.023273801164967,5,2,2,1,1,Muy Malo
2003-07-19,,33.560194949517545,64.54836579706,50.22314807919808,10.255367325878572,5,2,2,1,1,Muy Malo
2003-07-20,,33.23944937898999,55.56690469419672,52.08905867753941,9.249776773509526,5,2,2,1,1,Muy Malo
2003-07-21,,36.4948881724197,64.74977671248573,47.8726235523268,9.629611930028716,5,2,2,1,1,Muy Malo
2003-07-22,,57.51496270800845,79.17389536900306,41.42836424404824,12.23437499964521,5,3,2,1,1,Muy Malo
2003-07-23,,52.20859062475064,73.93815861133758,43.210586334544196,11.707649708508017,5,3,2,1,1,Muy Malo
2003-07-24,,41.3421162258495,63.4862499559919,58.59770071727258,10.191889882797287,5,2,2,1,1,Muy Malo
2003-07-25,,48.76831842426743,64.72974714672281,43.852530817190804,10.42483629499163,5,2,2,1,1,Muy Malo
2003-07-26,,28.2487331339215,39.07659225449676,39.16856480159877,8.218005957348007,5,2,1,1,1,Muy Malo
2003-07-27,,20.921026792554628,31.762113071268512,43.89637347283187,7.501741058503588,5,1,1,1,1,Muy Malo
2003-07-28,,33.4261158999233,66.2459672817162,63.728503033334825,9.193809525242873,5,2,2,2,1,Muy Malo
2003-07-29,,47.72517235454233,58.2929491611298,77.73284138211552,9.108892219776878,5,2,2,2,1,Muy Malo
2003-07-30,,43.3588674633407,56.742559547935215,59.49589505386941,9.319330349830645,5,2,2,1,1,Muy Malo
2003-07-31,,46.582805919647214,64.67358616349243,45.716481486956276,10.264642863046555,5,2,2,1,1,Muy Malo
2003-08-01,,52.82155004236986,77.10700898440112,37.02515437941492,11.525223195552826,5,3,2,1,1,Muy Malo
2003-08-02,,58.33745164984918,66.78233620595364,59.49055556640213,11.631413692519779,5,3,2,1,1,Muy Malo
2003-08-03,,49.149343352887165,45.06002977388271,66.9742966378122,9.20885245348764,5,2,1,2,1,Muy Malo
2003-08-04,,46.869357131165415,53.57260417441527,74.61217599297747,9.059985140604633,5,2,2,2,1,Muy Malo
2003-08-05,,62.99854502597593,67.06736498464367,70.02238750531691,10.194260097939871,5,3,2,2,1,Muy Malo
2003-08-06,,45.38225044294548,59.66755941084453,75.88220665116368,9.529851201034727,5,2,2,2,1,Muy Malo
2003-08-07,,42.7654259707361,64.77553897061034,73.616074110662,13.098479882437852,5,2,2,2,1,Muy Malo
2003-08-08,,45.46994031061892,65.14657653058255,69.38654322830247,10.194687495628992,5,2,2,2,1,Muy Malo
2003-08-09,,52.73408348265419,58.37526784198625,72.096311783717,9.394211295814742,5,3,2,2,1,Muy Malo
2003-08-10,,37.615454597018335,44.24194935602801,89.01324071302827,8.196413681265854,5,2,1,2,1,Muy Malo
2003-08-11,,50.1069940463418,60.93282746771971,77.08938265950592,9.146116063353562,5,3,2,2,1,Muy Malo
2003-08-12,,53.49400302271048,70.8115475305489,72.49836412440112,10.194613107613154,5,3,2,2,1,Muy Malo
2003-08-13,,54.47761185418314,76.772906195389,70.27958330990356,11.209404764430863,5,3,2,2,1,Muy Malo
2003-08-14,,72.62081564733269,88.70755944791294,59.20378082861871,12.565558861247117,5,3,2,1,1,Muy Malo
2003-08-15,,61.666626790744154,52.36879468744709,67.95376529903324,9.345104168923129,5,3,2,2,1,Muy Malo
2003-08-16,,35.05174103201855,27.874493989916076,63.41929014818168,7.217630410691843,5,2,1,2,1,Muy Malo
2003-08-17,,23.521235159820034,37.85575887401189,57.70509246653981,7.425550591732774,5,1,1,1,1,Muy Malo
2003-08-18,,34.718000005608175,48.90280601800378,54.27303406845305,8.49729851537676,5,2,1,1,1,Muy Malo
2003-08-19,,52.27361736561329,71.09735118704182,47.712685148289175,11.243511918400015,5,3,2,1,1,Muy Malo
2003-08-20,,44.993462665757136,65.16818461815517,48.9418055722375,10.665669655161244,5,2,2,1,1,Muy Malo
2003-08-21,,65.30443451234272,46.21120541791121,57.83496910701563,8.554374990851752,5,3,1,1,1,Muy Malo
2003-08-22,,35.345888743260545,49.974472924887415,52.00864061228931,7.716536149292825,5,2,1,1,1,Muy Malo
2003-08-23,,22.212746885087753,43.49932103502898,48.18636228736394,7.301172842582067,5,1,1,1,1,Muy Malo
2003-08-24,,33.1122102674782,46.51106643455659,64.6000963460959,8.048547133688212,5,2,1,2,1,Muy Malo
2003-08-25,,36.52646424593079,51.32112115440947,71.13077158740187,8.34189395994851,5,2,2,2,1,Muy Malo
2003-08-26,,28.03185631914767,46.272571020596764,51.66582558311035,8.425613778704655,5,2,1,1,1,Muy Malo
2003-08-27,,43.30308042165904,61.89151515888445,43.13930820219172,11.052696950146647,5,2,2,1,1,Muy Malo
2003-08-28,,28.577268643516692,36.27326296391444,44.216153847740806,7.543761341323305,5,2,1,1,1,Muy Malo
2003-08-29,,20.428646663436314,29.191559232871928,53.99666139302127,7.319925036700233,5,1,1,1,1,Muy Malo
2003-08-30,,30.442252649019842,45.967413982824716,36.883763626426415,8.640358747031835,5,2,1,1,1,Muy Malo
2003-08-31,,18.66505991163368,37.10171130884971,41.677391413205896,7.893497036237802,5,1,1,1,1,Muy Malo
2003-09-01,,27.703556479797477,49.325997000826256,36.810138917079676,8.618690466774362,5,2,1,1,1,Muy Malo
2003-09-02,,24.82180591928425,48.16664681527014,42.229366336392104,8.895991047519507,5,1,1,1,1,Muy Malo
2003-09-03,,39.01831334669198,49.250416564799494,51.47944437832008,9.320044648789224,5,2,1,1,1,Muy Malo
2003-09-04,,33.254836303137594,42.06721734397468,57.23807096775667,8.358690478617238,5,2,1,1,1,Muy Malo
2003-09-05,,28.77146050329535,56.63443454532396,42.60546299134508,8.85514881284464,5,2,2,1,1,Muy Malo
2003-09-06,,33.69133930369502,53.84270829139721,55.156682111598826,8.901309535262131,5,2,2,1,1,Muy Malo
2003-09-07,,31.385122610016104,32.672251234740976,55.52570749200964,7.860842253858791,5,2,1,1,1,Muy Malo
2003-09-08,,19.546899647879382,32.08737324771061,45.049023615469146,8.247632781724828,5,1,1,1,1,Muy Malo
2003-09-09,,19.988226511794657,28.01983612091815,53.76282839060198,7.958882271799352,5,1,1,1,1,Muy Malo
2003-09-10,,30.533503013456652,51.09200286223749,38.62296296895286,9.652570998187556,5,2,2,1,1,Muy Malo
2003-09-11,,40.642083349327244,53.6035863061746,31.099907447158554,10.169419641296068,5,2,2,1,1,Muy Malo
2003-09-12,,30.561488118554866,47.86345456152251,30.52645671930839,9.38575113091013,5,2,1,1,1,Muy Malo
2003-09-13,,36.40858633958158,61.52732530988096,45.11502349708855,10.766102733568843,5,2,2,1,1,Muy Malo
2003-09-14,,43.93848208976643,51.85617691430374,50.08146605088755,10.76738097057456,5,2,2,1,1,Muy Malo
